"","project_files","project_names","file_sizes","file_types","import_counts"
"1","data-images/1.jpg","1",2117617,"Other",0
"2","data-images/2.jpg","2",59317,"Other",0
"3","data-images/3.jpg","3",88313,"Other",0
"4","data-images/4.jpg","4",9439,"Other",0
"5","data-images/5.jpg","5",224888,"Other",0
"6","data-images/5fast.jpg","5fast",559797,"Other",0
"7","data-images/5faster.jpg","5faster",562573,"Other",0
"8","data-images/5fastest.jpg","5fastest",557793,"Other",0
"9","data-images/5flash.jpg","5flash",574114,"Other",0
"10","data-images/5normal.jpg","5normal",556744,"Other",0
"11","data-images/6flash.jpg","6flash",735630,"Other",0
"12","data-images/customvideodetection.gif","customvideodetection",1508881,"Other",0
"13","data-images/customvideodetection.jpg","customvideodetection",95857,"Other",0
"14","data-images/headsets.jpg","headsets",189123,"Other",0
"15","data-images/holo-video-detected.jpg","holo-video-detected",82893,"Other",0
"16","data-images/holo-video.jpg","holo-video",80648,"Other",0
"17","data-images/holo1.jpg","holo1",95989,"Other",0
"18","data-images/holo2-detected-objects/hololens-1.jpg","hololens-1",2276,"Other",0
"19","data-images/holo2-detected-objects/hololens-2.jpg","hololens-2",7847,"Other",0
"20","data-images/holo2-detected-objects/hololens-3.jpg","hololens-3",6657,"Other",0
"21","data-images/holo2-detected-objects/hololens-4.jpg","hololens-4",1534,"Other",0
"22","data-images/holo2-detected-objects/hololens-5.jpg","hololens-5",1286,"Other",0
"23","data-images/holo2-detected-objects/hololens-6.jpg","hololens-6",1948,"Other",0
"24","data-images/holo2-detected-objects/hololens-7.jpg","hololens-7",1089,"Other",0
"25","data-images/holo2-detected.jpg","holo2-detected",94276,"Other",0
"26","data-images/holo2-nodetails.jpg","holo2-nodetails",79472,"Other",0
"27","data-images/holo2.jpg","holo2",55687,"Other",0
"28","data-images/idenprof.jpg","idenprof",181381,"Other",0
"29","data-images/image2.jpg","image2",37818,"Other",0
"30","data-images/image2detected.jpg","image2detected",417305,"Other",0
"31","data-images/image2new.jpg","image2new",417305,"Other",0
"32","data-images/image3.jpg","image3",217562,"Other",0
"33","data-images/image3custom.jpg","image3custom",635510,"Other",0
"34","data-images/image3new-objects/bicycle-5.jpg","bicycle-5",30346,"Other",0
"35","data-images/image3new-objects/car-4.jpg","car-4",64395,"Other",0
"36","data-images/image3new-objects/cat-2.jpg","cat-2",16065,"Other",0
"37","data-images/image3new-objects/dog-1.jpg","dog-1",14180,"Other",0
"38","data-images/image3new-objects/motorcycle-3.jpg","motorcycle-3",24540,"Other",0
"39","data-images/image3new-objects/person-10.jpg","person-10",57387,"Other",0
"40","data-images/image3new-objects/person-6.jpg","person-6",16247,"Other",0
"41","data-images/image3new-objects/person-7.jpg","person-7",17499,"Other",0
"42","data-images/image3new-objects/person-8.jpg","person-8",7392,"Other",0
"43","data-images/image3new-objects/person-9.jpg","person-9",11993,"Other",0
"44","data-images/image3new.jpg","image3new",626016,"Other",0
"45","data-images/nodetails.jpg","nodetails",622901,"Other",0
"46","data-images/video--1.jpg","video--1",75806,"Other",0
"47","data-images/video-1.jpg","video-1",76601,"Other",0
"48","data-images/video-2.jpg","video-2",113600,"Other",0
"49","data-images/video-3.jpg","video-3",100771,"Other",0
"50","data-images/video-4.jpg","video-4",112899,"Other",0
"51","data-images/video_analysis_visualization.jpg","video_analysis_visualization",50176,"Other",0
"52","data-images/video1.jpg","video1",120251,"Other",0
"53","data-images/video2.jpg","video2",81262,"Other",0
"54","data-images/yolo.jpg","yolo",408635,"Other",0
"55","data-videos/holo1.mp4","holo1",20586415,"Other",0
"56","data-videos/traffic-mini.mp4","traffic-mini",3049638,"Other",0
"57","data-videos/traffic.mp4","traffic",7810591,"Other",0
"58","examples/camera_feed_detection.py","camera_feed_detection",690,"Python",3
"59","examples/custom_detection.py","custom_detection",1035,"Python",1
"60","examples/custom_detection_array_input_output.py","custom_detection_array_input_output",1192,"Python",2
"61","examples/custom_detection_extract_objects.py","custom_detection_extract_objects",1473,"Python",1
"62","examples/custom_detection_from_array_extract_objects_array.py","custom_detection_from_array_extract_objects_array",1352,"Python",2
"63","examples/custom_detection_from_file_extract_objects_array.py","custom_detection_from_file_extract_objects_array",1294,"Python",2
"64","examples/custom_detection_multi_model_evaluation.py","custom_detection_multi_model_evaluation",1917,"Python",1
"65","examples/custom_detection_single_model_evaluation.py","custom_detection_single_model_evaluation",844,"Python",1
"66","examples/custom_detection_train.py","custom_detection_train",2414,"Python",1
"67","examples/custom_detection_video.py","custom_detection_video",945,"Python",2
"68","examples/custom_full_model_prediction.py","custom_full_model_prediction",642,"Python",2
"69","examples/custom_model_continuos_training.py","custom_model_continuos_training",435,"Python",2
"70","examples/custom_model_convert_deepstack.py","custom_model_convert_deepstack",641,"Python",2
"71","examples/custom_model_convert_to_tensorflow.py","custom_model_convert_to_tensorflow",643,"Python",2
"72","examples/custom_model_prediction.py","custom_model_prediction",701,"Python",2
"73","examples/custom_model_training.py","custom_model_training",296,"Python",1
"74","examples/custom_model_transfer_learning_training.py","custom_model_transfer_learning_training",474,"Python",2
"75","examples/custom_multiple_models_predict.py","custom_multiple_models_predict",1893,"Python",2
"76","examples/detection_config.json","detection_config",183,"Other",0
"77","examples/image_custom_object_detection.py","image_custom_object_detection",867,"Python",3
"78","examples/image_prediction.py","image_prediction",618,"Python",2
"79","examples/multiple_images_prediction.py","multiple_images_prediction",1036,"Python",2
"80","examples/object_detection.py","object_detection",749,"Python",2
"81","examples/video_analysis_per_frame.py","video_analysis_per_frame",3454,"Python",3
"82","examples/video_analysis_per_second.py","video_analysis_per_second",3497,"Python",3
"83","examples/video_custom_object_detection.py","video_custom_object_detection",758,"Python",2
"84","examples/video_object_detection.py","video_object_detection",647,"Python",2
"85","imageai.egg-info/dependency_links.txt","imageai",2,"Other",0
"86","imageai.egg-info/not-zip-safe","imageai",2,"Other",0
"87","imageai.egg-info/PKG-INFO","imageai",384,"Other",0
"88","imageai.egg-info/requires.txt","imageai",40,"Other",0
"89","imageai.egg-info/SOURCES.txt","imageai",4448,"Other",0
"90","imageai.egg-info/top_level.txt","imageai",9,"Other",0
"91","imageai/__init__.py","__init__",0,"Python",0
"92","imageai/__pycache__/__init__.cpython-35.pyc","__init__",159,"Other",0
"93","imageai/Detection/__init__.py","__init__",107917,"Python",16
"94","imageai/Detection/__pycache__/__init__.cpython-35.pyc","__init__",68994,"Other",0
"95","imageai/Detection/Custom/__init__.py","__init__",66405,"Python",19
"96","imageai/Detection/Custom/callbacks.py","callbacks",3206,"Python",4
"97","imageai/Detection/Custom/CUSTOMDETECTION.md","CUSTOMDETECTION",11030,"Other",0
"98","imageai/Detection/Custom/CUSTOMDETECTIONTRAINING.md","CUSTOMDETECTIONTRAINING",19625,"Other",0
"99","imageai/Detection/Custom/CUSTOMVIDEODETECTION.md","CUSTOMVIDEODETECTION",15555,"Other",0
"100","imageai/Detection/Custom/evaluate.py","evaluate",2487,"Python",7
"101","imageai/Detection/Custom/gen_anchors.py","gen_anchors",3783,"Python",3
"102","imageai/Detection/Custom/generator.py","generator",9812,"Python",6
"103","imageai/Detection/Custom/utils/__init__.py","__init__",0,"Python",0
"104","imageai/Detection/Custom/utils/bbox.py","bbox",3042,"Python",4
"105","imageai/Detection/Custom/utils/colors.py","colors",2500,"Python",0
"106","imageai/Detection/Custom/utils/image.py","image",3055,"Python",3
"107","imageai/Detection/Custom/utils/multi_gpu_model.py","multi_gpu_model",2199,"Python",3
"108","imageai/Detection/Custom/utils/utils.py","utils",12204,"Python",5
"109","imageai/Detection/Custom/voc.py","voc",2839,"Python",3
"110","imageai/Detection/Custom/yolo.py","yolo",18673,"Python",5
"111","imageai/Detection/keras_resnet/__init__.py","__init__",101,"Python",1
"112","imageai/Detection/keras_resnet/__pycache__/__init__.cpython-35.pyc","__init__",275,"Other",0
"113","imageai/Detection/keras_resnet/benchmarks/__init__.py","__init__",3390,"Python",9
"114","imageai/Detection/keras_resnet/blocks/__init__.py","__init__",429,"Python",4
"115","imageai/Detection/keras_resnet/blocks/__pycache__/__init__.cpython-35.pyc","__init__",625,"Other",0
"116","imageai/Detection/keras_resnet/blocks/__pycache__/_1d.cpython-35.pyc","_1d",5486,"Other",0
"117","imageai/Detection/keras_resnet/blocks/__pycache__/_2d.cpython-35.pyc","_2d",5493,"Other",0
"118","imageai/Detection/keras_resnet/blocks/__pycache__/_3d.cpython-35.pyc","_3d",5499,"Other",0
"119","imageai/Detection/keras_resnet/blocks/__pycache__/_time_distributed_2d.cpython-35.pyc","_time_distributed_2d",5987,"Other",0
"120","imageai/Detection/keras_resnet/blocks/_1d.py","_1d",6390,"Python",6
"121","imageai/Detection/keras_resnet/blocks/_2d.py","_2d",6436,"Python",6
"122","imageai/Detection/keras_resnet/blocks/_3d.py","_3d",6442,"Python",6
"123","imageai/Detection/keras_resnet/blocks/_time_distributed_2d.py","_time_distributed_2d",7250,"Python",6
"124","imageai/Detection/keras_resnet/classifiers/__init__.py","__init__",262,"Python",1
"125","imageai/Detection/keras_resnet/classifiers/_2d.py","_2d",5019,"Python",12
"126","imageai/Detection/keras_resnet/layers/__init__.py","__init__",54,"Python",1
"127","imageai/Detection/keras_resnet/layers/__pycache__/__init__.cpython-35.pyc","__init__",256,"Other",0
"128","imageai/Detection/keras_resnet/layers/__pycache__/_batch_normalization.cpython-35.pyc","_batch_normalization",1194,"Other",0
"129","imageai/Detection/keras_resnet/layers/_batch_normalization.py","_batch_normalization",778,"Python",1
"130","imageai/Detection/keras_resnet/models/__init__.py","__init__",512,"Python",2
"131","imageai/Detection/keras_resnet/models/__pycache__/__init__.cpython-35.pyc","__init__",754,"Other",0
"132","imageai/Detection/keras_resnet/models/__pycache__/_2d.cpython-35.pyc","_2d",9632,"Other",0
"133","imageai/Detection/keras_resnet/models/__pycache__/_time_distributed_2d.cpython-35.pyc","_time_distributed_2d",11293,"Other",0
"134","imageai/Detection/keras_resnet/models/_2d.py","_2d",10136,"Python",15
"135","imageai/Detection/keras_resnet/models/_time_distributed_2d.py","_time_distributed_2d",11835,"Python",15
"136","imageai/Detection/keras_retinanet/__init__.py","__init__",0,"Python",0
"137","imageai/Detection/keras_retinanet/__pycache__/__init__.cpython-35.pyc","__init__",185,"Other",0
"138","imageai/Detection/keras_retinanet/__pycache__/initializers.cpython-35.pyc","initializers",1663,"Other",0
"139","imageai/Detection/keras_retinanet/__pycache__/losses.cpython-35.pyc","losses",2862,"Other",0
"140","imageai/Detection/keras_retinanet/backend/__init__.py","__init__",60,"Python",3
"141","imageai/Detection/keras_retinanet/backend/__pycache__/__init__.cpython-35.pyc","__init__",262,"Other",0
"142","imageai/Detection/keras_retinanet/backend/__pycache__/common.cpython-35.pyc","common",2768,"Other",0
"143","imageai/Detection/keras_retinanet/backend/__pycache__/dynamic.cpython-35.pyc","dynamic",490,"Other",0
"144","imageai/Detection/keras_retinanet/backend/__pycache__/tensorflow_backend.cpython-35.pyc","tensorflow_backend",1782,"Other",0
"145","imageai/Detection/keras_retinanet/backend/common.py","common",2918,"Python",3
"146","imageai/Detection/keras_retinanet/backend/dynamic.py","dynamic",367,"Python",2
"147","imageai/Detection/keras_retinanet/backend/tensorflow_backend.py","tensorflow_backend",1262,"Python",2
"148","imageai/Detection/keras_retinanet/callbacks/__init__.py","__init__",23,"Python",1
"149","imageai/Detection/keras_retinanet/callbacks/coco.py","coco",984,"Python",2
"150","imageai/Detection/keras_retinanet/callbacks/common.py","common",1510,"Python",1
